Scenario,Years,Average of Value,WS-IT
High demand,2030,109.2,WS01-10
High demand,2030,111.5,WS01-2
High demand,2030,91.3,WS01-3
High demand,2030,102.1,WS01-4
High demand,2030,102.9,WS01-5
High demand,2030,97.8,WS01-6
High demand,2030,112.4,WS01-7
High demand,2030,102.4,WS01-8
High demand,2030,103.4,WS01-9
High demand,2030,68.1,WS02-1
High demand,2030,68.4,WS02-10
High demand,2030,68.2,WS02-2
High demand,2030,68.2,WS02-3
High demand,2030,67.9,WS02-4
High demand,2030,73.2,WS02-5
High demand,2030,68.5,WS02-6
High demand,2030,68.4,WS02-7
High demand,2030,68.1,WS02-8
High demand,2030,68.3,WS02-9
High demand,2030,87.7,WS03-1
High demand,2030,88.7,WS03-10
High demand,2030,99.4,WS03-2
High demand,2030,101.5,WS03-3
High demand,2030,86.1,WS03-4
High demand,2030,84.8,WS03-5
High demand,2030,93.1,WS03-6
High demand,2030,93.5,WS03-7
High demand,2030,87.7,WS03-8
High demand,2030,94.4,WS03-9
High demand,2030,79.7,WS04-1
High demand,2030,79.1,WS04-10
High demand,2030,76.8,WS04-2
High demand,2030,76.2,WS04-3
High demand,2030,84.2,WS04-4
High demand,2030,76.9,WS04-5
High demand,2030,76.1,WS04-6
High demand,2030,84.4,WS04-7
High demand,2030,76.6,WS04-8
High demand,2030,76.4,WS04-9
High demand,2030,134.8,WS05-1
High demand,2030,149.9,WS05-10
High demand,2030,151.0,WS05-2
High demand,2030,143.2,WS05-3
High demand,2030,145.3,WS05-4
High demand,2030,127.5,WS05-5
High demand,2030,143.5,WS05-6
High demand,2030,143.2,WS05-7
High demand,2030,144.7,WS05-8
High demand,2030,138.5,WS05-9
High demand,2030,117.6,WS06-1
High demand,2030,119.8,WS06-10
High demand,2030,139.6,WS06-2
High demand,2030,118.7,WS06-3
High demand,2030,130.2,WS06-4
High demand,2030,116.5,WS06-5
High demand,2030,119.0,WS06-6
High demand,2030,131.0,WS06-7
High demand,2030,119.6,WS06-8
High demand,2030,119.2,WS06-9
High demand,2030,75.2,WS07-1
High demand,2030,88.5,WS07-10
High demand,2030,79.6,WS07-2
High demand,2030,75.3,WS07-3
High demand,2030,78.0,WS07-4
High demand,2030,74.0,WS07-5
High demand,2030,92.5,WS07-6
High demand,2030,92.7,WS07-7
High demand,2030,78.1,WS07-8
High demand,2030,90.6,WS07-9
High demand,2030,60.6,WS08-1
High demand,2030,67.3,WS08-10
High demand,2030,57.7,WS08-2
High demand,2030,68.0,WS08-3
High demand,2030,67.8,WS08-4
High demand,2030,62.4,WS08-5
High demand,2030,67.0,WS08-6
High demand,2030,58.0,WS08-7
High demand,2030,67.5,WS08-8
High demand,2030,57.6,WS08-9
High demand,2030,67.6,WS09-1
High demand,2030,67.4,WS09-10
High demand,2030,67.6,WS09-2
High demand,2030,68.3,WS09-3
High demand,2030,67.5,WS09-4
High demand,2030,67.3,WS09-5
High demand,2030,67.7,WS09-6
High demand,2030,79.4,WS09-7
High demand,2030,67.3,WS09-8
High demand,2030,67.7,WS09-9
High demand,2030,71.1,WS10-1
High demand,2030,80.6,WS10-10
High demand,2030,82.4,WS10-2
High demand,2030,70.3,WS10-3
High demand,2030,80.6,WS10-4
High demand,2030,80.7,WS10-5
High demand,2030,80.9,WS10-6
High demand,2030,70.9,WS10-7
High demand,2030,70.8,WS10-8
High demand,2030,82.2,WS10-9
High demand,2030,110.0,WS11-1
High demand,2030,111.5,WS11-10
High demand,2030,99.5,WS11-2
High demand,2030,122.5,WS11-3
High demand,2030,121.6,WS11-4
High demand,2030,124.6,WS11-5
High demand,2030,122.0,WS11-6
High demand,2030,124.6,WS11-7
High demand,2030,123.1,WS11-8
High demand,2030,129.9,WS11-9
High demand,2030,82.7,WS12-1
High demand,2030,85.7,WS12-10
High demand,2030,89.2,WS12-2
High demand,2030,81.9,WS12-3
High demand,2030,82.3,WS12-4
High demand,2030,82.5,WS12-5
High demand,2030,82.0,WS12-6
High demand,2030,85.2,WS12-7
High demand,2030,82.8,WS12-8
High demand,2030,89.2,WS12-9
High demand,2030,143.3,WS13-1
High demand,2030,117.3,WS13-10
High demand,2030,113.2,WS13-2
High demand,2030,135.0,WS13-3
High demand,2030,113.6,WS13-4
High demand,2030,113.2,WS13-5
High demand,2030,121.7,WS13-6
High demand,2030,122.7,WS13-7
High demand,2030,119.8,WS13-8
High demand,2030,131.5,WS13-9
High demand,2030,66.4,WS14-1
High demand,2030,66.0,WS14-10
High demand,2030,71.4,WS14-2
High demand,2030,73.0,WS14-3
High demand,2030,71.1,WS14-4
High demand,2030,66.7,WS14-5
High demand,2030,67.1,WS14-6
High demand,2030,71.9,WS14-7
High demand,2030,66.1,WS14-8
High demand,2030,66.2,WS14-9
High demand,2030,119.9,WS15-1
High demand,2030,113.9,WS15-10
High demand,2030,114.9,WS15-2
High demand,2030,114.5,WS15-3
High demand,2030,113.9,WS15-4
High demand,2030,114.3,WS15-5
High demand,2030,117.7,WS15-6
High demand,2030,120.2,WS15-7
High demand,2030,118.7,WS15-8
High demand,2030,114.5,WS15-9
High demand,2030,61.2,WS16-1
High demand,2030,60.9,WS16-10
High demand,2030,61.6,WS16-2
High demand,2030,61.0,WS16-3
High demand,2030,60.9,WS16-4
High demand,2030,60.9,WS16-5
High demand,2030,61.3,WS16-6
High demand,2030,61.2,WS16-7
High demand,2030,61.2,WS16-8
High demand,2030,60.9,WS16-9
High demand,2030,93.1,WS17-1
High demand,2030,80.6,WS17-10
High demand,2030,93.0,WS17-2
High demand,2030,91.9,WS17-3
High demand,2030,82.3,WS17-4
High demand,2030,83.4,WS17-5
High demand,2030,80.8,WS17-6
High demand,2030,91.8,WS17-7
High demand,2030,82.3,WS17-8
High demand,2030,92.4,WS17-9
High demand,2030,96.8,WS18-1
High demand,2030,96.6,WS18-10
High demand,2030,96.8,WS18-2
High demand,2030,97.1,WS18-3
High demand,2030,96.6,WS18-4
High demand,2030,96.2,WS18-5
High demand,2030,96.5,WS18-6
High demand,2030,97.6,WS18-7
High demand,2030,96.0,WS18-8
High demand,2030,96.5,WS18-9
High demand,2030,144.5,WS19-1
High demand,2030,157.0,WS19-10
High demand,2030,142.9,WS19-2
High demand,2030,147.4,WS19-3
High demand,2030,136.1,WS19-4
High demand,2030,140.5,WS19-5
High demand,2030,146.7,WS19-6
High demand,2030,137.5,WS19-7
High demand,2030,151.0,WS19-8
High demand,2030,146.6,WS19-9
High demand,2030,63.1,WS20-1
High demand,2030,63.2,WS20-10
High demand,2030,63.8,WS20-2
High demand,2030,63.3,WS20-3
High demand,2030,63.5,WS20-4
High demand,2030,63.6,WS20-5
High demand,2030,63.4,WS20-6
High demand,2030,63.7,WS20-7
High demand,2030,63.4,WS20-8
High demand,2030,63.0,WS20-9
High demand,2030,98.1,WS21-1
High demand,2030,111.5,WS21-10
High demand,2030,110.4,WS21-2
High demand,2030,105.8,WS21-3
High demand,2030,102.0,WS21-4
High demand,2030,87.0,WS21-5
High demand,2030,105.3,WS21-6
High demand,2030,109.6,WS21-7
High demand,2030,111.1,WS21-8
High demand,2030,111.5,WS21-9
High demand,2030,73.5,WS22-1
High demand,2030,65.1,WS22-10
High demand,2030,73.0,WS22-2
High demand,2030,66.0,WS22-3
High demand,2030,64.5,WS22-4
High demand,2030,63.2,WS22-5
High demand,2030,63.2,WS22-6
High demand,2030,63.0,WS22-7
High demand,2030,73.9,WS22-8
High demand,2030,73.3,WS22-9
High demand,2030,111.7,WS23-1
High demand,2030,114.0,WS23-10
High demand,2030,135.0,WS23-2
High demand,2030,105.7,WS23-3
High demand,2030,111.5,WS23-4
High demand,2030,106.9,WS23-5
High demand,2030,111.9,WS23-6
High demand,2030,111.6,WS23-7
High demand,2030,101.7,WS23-8
High demand,2030,111.6,WS23-9
High demand,2030,60.4,WS24-1
High demand,2030,60.5,WS24-10
High demand,2030,60.4,WS24-2
High demand,2030,59.9,WS24-3
High demand,2030,60.3,WS24-4
High demand,2030,60.5,WS24-5
High demand,2030,60.3,WS24-6
High demand,2030,60.3,WS24-7
High demand,2030,60.5,WS24-8
High demand,2030,60.5,WS24-9
High demand,2030,172.4,WS25-1
High demand,2030,165.0,WS25-10
High demand,2030,165.4,WS25-2
High demand,2030,181.2,WS25-3
High demand,2030,173.3,WS25-4
High demand,2030,168.8,WS25-5
High demand,2030,173.9,WS25-6
High demand,2030,173.3,WS25-7
High demand,2030,172.3,WS25-8
High demand,2030,170.1,WS25-9
High demand,2030,85.5,WS26-1
High demand,2030,91.5,WS26-10
High demand,2030,86.7,WS26-2
High demand,2030,87.8,WS26-3
High demand,2030,87.4,WS26-4
High demand,2030,87.5,WS26-5
High demand,2030,90.7,WS26-6
High demand,2030,105.0,WS26-7
High demand,2030,85.7,WS26-8
High demand,2030,85.9,WS26-9
High demand,2030,77.6,WS27-1
High demand,2030,77.7,WS27-10
High demand,2030,77.5,WS27-2
High demand,2030,77.6,WS27-3
High demand,2030,77.6,WS27-4
High demand,2030,77.6,WS27-5
High demand,2030,78.3,WS27-6
High demand,2030,77.8,WS27-7
High demand,2030,77.7,WS27-8
High demand,2030,77.6,WS27-9
High demand,2030,84.5,WS28-1
High demand,2030,83.2,WS28-10
High demand,2030,83.3,WS28-2
High demand,2030,83.5,WS28-3
High demand,2030,72.6,WS28-4
High demand,2030,83.6,WS28-5
High demand,2030,87.2,WS28-6
High demand,2030,75.5,WS28-7
High demand,2030,83.9,WS28-8
High demand,2030,74.3,WS28-9
High demand,2030,70.0,WS29-1
High demand,2030,69.9,WS29-10
High demand,2030,70.0,WS29-2
High demand,2030,69.9,WS29-3
High demand,2030,70.2,WS29-4
High demand,2030,70.0,WS29-5
High demand,2030,70.2,WS29-6
High demand,2030,70.0,WS29-7
High demand,2030,69.8,WS29-8
High demand,2030,70.2,WS29-9
High demand,2030,68.3,WS30-1
High demand,2030,68.1,WS30-10
High demand,2030,68.3,WS30-2
High demand,2030,68.1,WS30-3
High demand,2030,68.2,WS30-4
High demand,2030,67.8,WS30-5
High demand,2030,67.9,WS30-6
High demand,2030,68.1,WS30-7
High demand,2030,68.1,WS30-8
High demand,2030,68.0,WS30-9
High demand,2030,70.7,WS31-1
High demand,2030,71.8,WS31-10
High demand,2030,71.0,WS31-2
High demand,2030,81.5,WS31-3
High demand,2030,80.8,WS31-4
High demand,2030,72.3,WS31-5
High demand,2030,67.6,WS31-6
High demand,2030,81.9,WS31-7
High demand,2030,81.9,WS31-8
High demand,2030,70.4,WS31-9
High demand,2030,267.0,WS32-1
High demand,2030,270.9,WS32-10
High demand,2030,276.3,WS32-2
High demand,2030,296.0,WS32-3
High demand,2030,294.1,WS32-4
High demand,2030,302.1,WS32-5
High demand,2030,299.6,WS32-6
High demand,2030,305.3,WS32-7
High demand,2030,298.0,WS32-8
High demand,2030,289.1,WS32-9
High demand,2030,113.2,WS33-1
High demand,2030,110.3,WS33-10
High demand,2030,113.1,WS33-2
High demand,2030,115.2,WS33-3
High demand,2030,114.6,WS33-4
High demand,2030,112.7,WS33-5
High demand,2030,112.4,WS33-6
High demand,2030,110.9,WS33-7
High demand,2030,113.5,WS33-8
High demand,2030,113.4,WS33-9
High demand,2030,74.3,WS34-1
High demand,2030,77.1,WS34-10
High demand,2030,85.4,WS34-2
High demand,2030,71.5,WS34-3
High demand,2030,74.6,WS34-4
High demand,2030,63.7,WS34-5
High demand,2030,63.9,WS34-6
High demand,2030,63.1,WS34-7
High demand,2030,74.8,WS34-8
High demand,2030,74.6,WS34-9
High demand,2030,81.4,WS35-1
High demand,2030,81.0,WS35-10
High demand,2030,81.2,WS35-2
High demand,2030,81.4,WS35-3
High demand,2030,81.3,WS35-4
High demand,2030,81.1,WS35-5
High demand,2030,81.2,WS35-6
High demand,2030,81.2,WS35-7
High demand,2030,81.4,WS35-8
High demand,2030,81.1,WS35-9
High demand,2030,115.0,WS36-1
High demand,2030,125.9,WS36-10
High demand,2030,114.8,WS36-2
High demand,2030,112.9,WS36-3
High demand,2030,114.1,WS36-4
High demand,2030,122.6,WS36-5
High demand,2030,123.4,WS36-6
High demand,2030,126.2,WS36-7
High demand,2030,121.3,WS36-8
High demand,2030,123.1,WS36-9
Low demand,2030,90.2,WS01-1
Low demand,2030,97.6,WS01-10
Low demand,2030,101.7,WS01-2
Low demand,2030,88.5,WS01-3
Low demand,2030,99.4,WS01-4
Low demand,2030,100.1,WS01-5
Low demand,2030,81.4,WS01-6
Low demand,2030,102.8,WS01-7
Low demand,2030,99.9,WS01-8
Low demand,2030,100.4,WS01-9
Low demand,2030,65.4,WS02-1
Low demand,2030,65.9,WS02-10
Low demand,2030,65.7,WS02-2
Low demand,2030,65.6,WS02-3
Low demand,2030,65.5,WS02-4
Low demand,2030,65.9,WS02-5
Low demand,2030,65.8,WS02-6
Low demand,2030,65.8,WS02-7
Low demand,2030,65.5,WS02-8
Low demand,2030,65.8,WS02-9
Low demand,2030,84.0,WS03-1
Low demand,2030,84.5,WS03-10
Low demand,2030,90.3,WS03-2
Low demand,2030,92.9,WS03-3
Low demand,2030,82.9,WS03-4
Low demand,2030,81.3,WS03-5
Low demand,2030,88.9,WS03-6
Low demand,2030,85.0,WS03-7
Low demand,2030,84.0,WS03-8
Low demand,2030,83.4,WS03-9
Low demand,2030,73.4,WS04-1
Low demand,2030,73.9,WS04-10
Low demand,2030,73.7,WS04-2
Low demand,2030,73.2,WS04-3
Low demand,2030,73.6,WS04-4
Low demand,2030,73.3,WS04-5
Low demand,2030,73.0,WS04-6
Low demand,2030,73.7,WS04-7
Low demand,2030,73.2,WS04-8
Low demand,2030,73.4,WS04-9
Low demand,2030,121.5,WS05-1
Low demand,2030,125.8,WS05-10
Low demand,2030,139.0,WS05-2
Low demand,2030,112.3,WS05-3
Low demand,2030,123.2,WS05-4
Low demand,2030,120.1,WS05-5
Low demand,2030,126.5,WS05-6
Low demand,2030,121.9,WS05-7
Low demand,2030,130.1,WS05-8
Low demand,2030,126.3,WS05-9
Low demand,2030,109.6,WS06-1
Low demand,2030,115.1,WS06-10
Low demand,2030,133.8,WS06-2
Low demand,2030,111.7,WS06-3
Low demand,2030,126.3,WS06-4
Low demand,2030,109.5,WS06-5
Low demand,2030,115.3,WS06-6
Low demand,2030,118.8,WS06-7
Low demand,2030,116.2,WS06-8
Low demand,2030,115.3,WS06-9
Low demand,2030,66.9,WS07-1
Low demand,2030,81.5,WS07-10
Low demand,2030,71.5,WS07-2
Low demand,2030,67.5,WS07-3
Low demand,2030,71.0,WS07-4
Low demand,2030,70.4,WS07-5
Low demand,2030,72.9,WS07-6
Low demand,2030,76.1,WS07-7
Low demand,2030,71.5,WS07-8
Low demand,2030,71.5,WS07-9
Low demand,2030,55.2,WS08-1
Low demand,2030,61.2,WS08-10
Low demand,2030,55.1,WS08-2
Low demand,2030,65.2,WS08-3
Low demand,2030,65.1,WS08-4
Low demand,2030,55.4,WS08-5
Low demand,2030,55.3,WS08-6
Low demand,2030,55.4,WS08-7
Low demand,2030,65.0,WS08-8
Low demand,2030,55.1,WS08-9
Low demand,2030,65.1,WS09-1
Low demand,2030,64.9,WS09-10
Low demand,2030,65.0,WS09-2
Low demand,2030,65.5,WS09-3
Low demand,2030,64.9,WS09-4
Low demand,2030,64.8,WS09-5
Low demand,2030,65.2,WS09-6
Low demand,2030,65.9,WS09-7
Low demand,2030,64.7,WS09-8
Low demand,2030,65.2,WS09-9
Low demand,2030,67.5,WS10-1
Low demand,2030,70.7,WS10-10
Low demand,2030,78.6,WS10-2
Low demand,2030,67.5,WS10-3
Low demand,2030,67.8,WS10-4
Low demand,2030,68.1,WS10-5
Low demand,2030,68.1,WS10-6
Low demand,2030,67.7,WS10-7
Low demand,2030,67.5,WS10-8
Low demand,2030,78.5,WS10-9
Low demand,2030,90.2,WS11-1
Low demand,2030,96.6,WS11-10
Low demand,2030,84.8,WS11-2
Low demand,2030,109.3,WS11-3
Low demand,2030,99.7,WS11-4
Low demand,2030,118.3,WS11-5
Low demand,2030,97.1,WS11-6
Low demand,2030,98.0,WS11-7
Low demand,2030,105.0,WS11-8
Low demand,2030,125.4,WS11-9
Low demand,2030,79.4,WS12-1
Low demand,2030,80.7,WS12-10
Low demand,2030,86.3,WS12-2
Low demand,2030,79.4,WS12-3
Low demand,2030,78.7,WS12-4
Low demand,2030,79.5,WS12-5
Low demand,2030,79.3,WS12-6
Low demand,2030,78.9,WS12-7
Low demand,2030,78.8,WS12-8
Low demand,2030,83.2,WS12-9
Low demand,2030,112.2,WS13-1
Low demand,2030,111.3,WS13-10
Low demand,2030,108.7,WS13-2
Low demand,2030,111.7,WS13-3
Low demand,2030,109.6,WS13-4
Low demand,2030,109.2,WS13-5
Low demand,2030,117.5,WS13-6
Low demand,2030,110.1,WS13-7
Low demand,2030,109.2,WS13-8
Low demand,2030,112.0,WS13-9
Low demand,2030,63.2,WS14-1
Low demand,2030,62.8,WS14-10
Low demand,2030,63.7,WS14-2
Low demand,2030,68.2,WS14-3
Low demand,2030,63.8,WS14-4
Low demand,2030,62.9,WS14-5
Low demand,2030,63.4,WS14-6
Low demand,2030,68.2,WS14-7
Low demand,2030,63.0,WS14-8
Low demand,2030,63.2,WS14-9
Low demand,2030,112.2,WS15-1
Low demand,2030,110.8,WS15-10
Low demand,2030,111.3,WS15-2
Low demand,2030,111.0,WS15-3
Low demand,2030,111.0,WS15-4
Low demand,2030,110.6,WS15-5
Low demand,2030,111.3,WS15-6
Low demand,2030,115.5,WS15-7
Low demand,2030,111.5,WS15-8
Low demand,2030,111.3,WS15-9
Low demand,2030,57.8,WS16-1
Low demand,2030,57.6,WS16-10
Low demand,2030,58.3,WS16-2
Low demand,2030,57.7,WS16-3
Low demand,2030,57.7,WS16-4
Low demand,2030,57.6,WS16-5
Low demand,2030,57.9,WS16-6
Low demand,2030,57.8,WS16-7
Low demand,2030,57.8,WS16-8
Low demand,2030,57.7,WS16-9
Low demand,2030,78.5,WS17-1
Low demand,2030,77.4,WS17-10
Low demand,2030,89.8,WS17-2
Low demand,2030,89.0,WS17-3
Low demand,2030,78.5,WS17-4
Low demand,2030,77.8,WS17-5
Low demand,2030,77.3,WS17-6
Low demand,2030,78.6,WS17-7
Low demand,2030,77.9,WS17-8
Low demand,2030,89.5,WS17-9
Low demand,2030,94.0,WS18-1
Low demand,2030,93.9,WS18-10
Low demand,2030,94.1,WS18-2
Low demand,2030,94.0,WS18-3
Low demand,2030,94.1,WS18-4
Low demand,2030,93.8,WS18-5
Low demand,2030,94.0,WS18-6
Low demand,2030,94.9,WS18-7
Low demand,2030,93.5,WS18-8
Low demand,2030,94.0,WS18-9
Low demand,2030,131.7,WS19-1
Low demand,2030,134.3,WS19-10
Low demand,2030,130.4,WS19-2
Low demand,2030,131.5,WS19-3
Low demand,2030,131.5,WS19-4
Low demand,2030,131.1,WS19-5
Low demand,2030,142.3,WS19-6
Low demand,2030,130.9,WS19-7
Low demand,2030,131.9,WS19-8
Low demand,2030,142.3,WS19-9
Low demand,2030,59.5,WS20-1
Low demand,2030,59.6,WS20-10
Low demand,2030,59.8,WS20-2
Low demand,2030,59.8,WS20-3
Low demand,2030,59.9,WS20-4
Low demand,2030,59.8,WS20-5
Low demand,2030,59.7,WS20-6
Low demand,2030,60.1,WS20-7
Low demand,2030,59.7,WS20-8
Low demand,2030,59.4,WS20-9
Low demand,2030,94.7,WS21-1
Low demand,2030,104.2,WS21-10
Low demand,2030,85.6,WS21-2
Low demand,2030,94.6,WS21-3
Low demand,2030,85.1,WS21-4
Low demand,2030,83.6,WS21-5
Low demand,2030,96.4,WS21-6
Low demand,2030,94.1,WS21-7
Low demand,2030,94.2,WS21-8
Low demand,2030,98.9,WS21-9
Low demand,2030,70.2,WS22-1
Low demand,2030,59.9,WS22-10
Low demand,2030,63.9,WS22-2
Low demand,2030,59.9,WS22-3
Low demand,2030,59.9,WS22-4
Low demand,2030,59.8,WS22-5
Low demand,2030,59.7,WS22-6
Low demand,2030,59.6,WS22-7
Low demand,2030,70.4,WS22-8
Low demand,2030,70.2,WS22-9
Low demand,2030,108.0,WS23-1
Low demand,2030,109.2,WS23-10
Low demand,2030,118.1,WS23-2
Low demand,2030,98.7,WS23-3
Low demand,2030,107.9,WS23-4
Low demand,2030,96.6,WS23-5
Low demand,2030,108.4,WS23-6
Low demand,2030,103.9,WS23-7
Low demand,2030,98.6,WS23-8
Low demand,2030,102.3,WS23-9
Low demand,2030,57.5,WS24-1
Low demand,2030,57.6,WS24-10
Low demand,2030,57.5,WS24-2
Low demand,2030,57.1,WS24-3
Low demand,2030,57.4,WS24-4
Low demand,2030,57.5,WS24-5
Low demand,2030,57.5,WS24-6
Low demand,2030,57.4,WS24-7
Low demand,2030,57.7,WS24-8
Low demand,2030,57.6,WS24-9
Low demand,2030,147.1,WS25-1
Low demand,2030,158.7,WS25-10
Low demand,2030,146.1,WS25-2
Low demand,2030,176.8,WS25-3
Low demand,2030,169.9,WS25-4
Low demand,2030,163.8,WS25-5
Low demand,2030,169.2,WS25-6
Low demand,2030,147.1,WS25-7
Low demand,2030,162.5,WS25-8
Low demand,2030,149.0,WS25-9
Low demand,2030,82.4,WS26-1
Low demand,2030,86.9,WS26-10
Low demand,2030,82.0,WS26-2
Low demand,2030,80.6,WS26-3
Low demand,2030,82.8,WS26-4
Low demand,2030,82.3,WS26-5
Low demand,2030,84.2,WS26-6
Low demand,2030,88.9,WS26-7
Low demand,2030,82.5,WS26-8
Low demand,2030,82.7,WS26-9
Low demand,2030,75.0,WS27-1
Low demand,2030,75.0,WS27-10
Low demand,2030,67.0,WS27-2
Low demand,2030,74.9,WS27-3
Low demand,2030,66.6,WS27-4
Low demand,2030,74.9,WS27-5
Low demand,2030,75.6,WS27-6
Low demand,2030,75.2,WS27-7
Low demand,2030,75.1,WS27-8
Low demand,2030,74.9,WS27-9
Low demand,2030,80.7,WS28-1
Low demand,2030,80.6,WS28-10
Low demand,2030,80.4,WS28-2
Low demand,2030,80.6,WS28-3
Low demand,2030,69.4,WS28-4
Low demand,2030,75.6,WS28-5
Low demand,2030,79.0,WS28-6
Low demand,2030,70.3,WS28-7
Low demand,2030,80.9,WS28-8
Low demand,2030,69.9,WS28-9
Low demand,2030,67.0,WS29-1
Low demand,2030,66.9,WS29-10
Low demand,2030,67.1,WS29-2
Low demand,2030,66.9,WS29-3
Low demand,2030,67.4,WS29-4
Low demand,2030,67.3,WS29-5
Low demand,2030,67.2,WS29-6
Low demand,2030,67.1,WS29-7
Low demand,2030,66.9,WS29-8
Low demand,2030,67.3,WS29-9
Low demand,2030,65.7,WS30-1
Low demand,2030,65.4,WS30-10
Low demand,2030,65.6,WS30-2
Low demand,2030,65.6,WS30-3
Low demand,2030,65.7,WS30-4
Low demand,2030,65.3,WS30-5
Low demand,2030,65.4,WS30-6
Low demand,2030,65.5,WS30-7
Low demand,2030,65.6,WS30-8
Low demand,2030,65.4,WS30-9
Low demand,2030,67.7,WS31-1
Low demand,2030,68.6,WS31-10
Low demand,2030,68.4,WS31-2
Low demand,2030,71.4,WS31-3
Low demand,2030,76.5,WS31-4
Low demand,2030,68.2,WS31-5
Low demand,2030,64.7,WS31-6
Low demand,2030,75.4,WS31-7
Low demand,2030,77.2,WS31-8
Low demand,2030,67.3,WS31-9
Low demand,2030,259.8,WS32-1
Low demand,2030,264.0,WS32-10
Low demand,2030,263.2,WS32-2
Low demand,2030,275.5,WS32-3
Low demand,2030,276.5,WS32-4
Low demand,2030,288.2,WS32-5
Low demand,2030,290.0,WS32-6
Low demand,2030,297.0,WS32-7
Low demand,2030,289.8,WS32-8
Low demand,2030,283.0,WS32-9
Low demand,2030,106.1,WS33-1
Low demand,2030,107.3,WS33-10
Low demand,2030,106.3,WS33-2
Low demand,2030,112.0,WS33-3
Low demand,2030,110.9,WS33-4
Low demand,2030,109.8,WS33-5
Low demand,2030,106.6,WS33-6
Low demand,2030,106.9,WS33-7
Low demand,2030,106.6,WS33-8
Low demand,2030,110.0,WS33-9
Low demand,2030,71.6,WS34-1
Low demand,2030,71.7,WS34-10
Low demand,2030,64.9,WS34-2
Low demand,2030,66.1,WS34-3
Low demand,2030,67.5,WS34-4
Low demand,2030,60.4,WS34-5
Low demand,2030,60.7,WS34-6
Low demand,2030,60.1,WS34-7
Low demand,2030,62.7,WS34-8
Low demand,2030,64.4,WS34-9
Low demand,2030,78.8,WS35-1
Low demand,2030,70.7,WS35-10
Low demand,2030,78.7,WS35-2
Low demand,2030,78.9,WS35-3
Low demand,2030,78.8,WS35-4
Low demand,2030,78.7,WS35-5
Low demand,2030,74.3,WS35-6
Low demand,2030,78.7,WS35-7
Low demand,2030,79.1,WS35-8
Low demand,2030,78.6,WS35-9
Low demand,2030,110.5,WS36-1
Low demand,2030,118.2,WS36-10
Low demand,2030,110.6,WS36-2
Low demand,2030,105.7,WS36-3
Low demand,2030,110.4,WS36-4
Low demand,2030,107.1,WS36-5
Low demand,2030,114.3,WS36-6
Low demand,2030,120.4,WS36-7
Low demand,2030,113.3,WS36-8
Low demand,2030,119.0,WS36-9
Market,2030,71.0,WS01-1
High demand,2033,98.1,WS01-1
